סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
7200 ,נס ציונה ,44 ,רחובות ,44 ,רחובות ,0 , ,49640 ,3211 ,11913 ,15524 ,7617 ,3899 ,7476
7300 ,נצרת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,82563 ,6192 ,16975 ,33669 ,9816 ,7392 ,8519
7400 ,נתניה ,41 ,השרון ,41 ,נתניה ,0 , ,259079 ,18399 ,46077 ,83621 ,30000 ,24122 ,56860
7500 ,סח'נין ,24 ,עכו ,24 ,עכו ,0 , ,34048 ,3031 ,8257 ,14399 ,4031 ,2333 ,1997
7600 ,עכו ,24 ,עכו ,24 ,עכו ,0 , ,57108 ,3978 ,10249 ,20628 ,6493 ,5814 ,9946
7700 ,עפולה ,23 ,עפולה ,23 ,עפולה ,0 , ,63295 ,6559 ,11536 ,22459 ,6519 ,5600 ,10622
7800 ,פרדס חנה-כרכור ,32 ,חדרה ,32 ,חדרה ,0 , ,46256 ,3736 ,10801 ,15017 ,6331 ,3912 ,6459
7900 ,פתח תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,275734 ,21266 ,55541 ,91022 ,35069 ,22655 ,50181
8000 ,צפת ,21 ,צפת ,21 ,צפת ,0 , ,40515 ,5124 ,10674 ,13797 ,3228 ,2881 ,4811
8200 ,קרית מוצקין ,31 ,חיפה ,31 ,חיפה ,0 , ,52558 ,3754 ,8200 ,17273 ,6191 ,4811 ,12329
8300 ,ראשון לציון ,44 ,רחובות ,46 ,ראשון לציון ,0 , ,274391 ,17871 ,44200 ,94509 ,35195 ,27306 ,55310
8400 ,רחובות ,44 ,רחובות ,44 ,רחובות ,0 , ,158284 ,13740 ,33465 ,52986 ,18336 ,12017 ,27740
8500 ,רמלה ,43 ,רמלה ,43 ,רמלה ,0 , ,83106 ,7692 ,17545 ,30218 ,8803 ,7032 ,11816
8600 ,רמת גן ,52 ,רמת גן ,52 ,רמת גן ,0 , ,176098 ,11283 ,24707 ,63891 ,22006 ,16646 ,37565
8700 ,רעננה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,93977 ,5905 ,17477 ,29851 ,12511 ,8920 ,19313
8800 ,שפרעם ,24 ,עכו ,25 ,נוף הגליל ,0 , ,42841 ,3226 ,9118 ,17908 ,5382 ,3776 ,3431
8900 ,טמרה ,24 ,עכו ,24 ,עכו ,0 , ,35615 ,3057 ,8482 ,15004 ,4119 ,2679 ,2274
9000 ,באר שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,223450 ,16627 ,39272 ,78476 ,24961 ,21812 ,42302
9100 ,נהריה ,24 ,עכו ,24 ,עכו ,0 , ,70201 ,4379 ,11748 ,23077 ,9410 ,7126 ,14461
9200 ,בית שאן ,23 ,עפולה ,23 ,עפולה ,0 , ,20966 ,1908 ,4318 ,7818 ,2206 ,1973 ,2743
9300 ,זכרון יעקב ,32 ,חדרה ,32 ,חדרה ,0 , ,25519 ,1652 ,5850 ,8070 ,3582 ,2723 ,3642
9400 ,יהוד-מונוסון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,32484 ,2254 ,6327 ,10555 ,4298 ,3033 ,6017
9500 ,קרית ביאליק ,31 ,חיפה ,31 ,חיפה ,0 , ,47629 ,3250 ,7724 ,15822 ,5642 ,4442 ,10749
9600 ,קרית ים ,31 ,חיפה ,31 ,חיפה ,0 , ,45429 ,2113 ,6268 ,13969 ,5580 ,5099 ,12400
9700 ,הוד השרון ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,68191 ,4993 ,14609 ,21814 ,9827 ,6093 ,10855
9800 ,בנימינה-גבעת עדה ,32 ,חדרה ,32 ,חדרה ,0 , ,16093 ,1010 ,4248 ,5092 ,2653 ,1359 ,1731
